Nam san xuat,Nguon xem phim,Ten phim,Diem phe binh,Ngay ra rap,The loai,Ngon ngu,Thoi luong phim
2023,https://www.rottentomatoes.com/m/to_catch_a_killer_2023,To Catch a Killer,5.2,21/04/2023,R (Strong Violent Content|Strong Language),English,1h 59m
2023,https://www.rottentomatoes.com/m/supercell,Supercell,5.0,17/03/2023,PG-13 (Some Peril|Smoking|Language),English,1h 40m
2023,https://www.rottentomatoes.com/m/memory_2023,Memory,8.5,22/12/2023,R (Some Sexual Content|Language|Graphic Nudity),English,1h 40m
2023,https://www.rottentomatoes.com/m/lift_2022,Lift,10.0,15/09/2023,PG-13 (Brief Strong Language),English,1h 27m
2023,https://www.rottentomatoes.com/m/sound_of_freedom,Sound of Freedom,5.7,04/07/2023,PG-13 (Violence|Sex Trafficking|Language|Thematic Content|Sexual References|Smoking Throughout|Some Drug References),English,2h 11m
2023,https://www.rottentomatoes.com/m/bank_of_dave,Bank of Dave,8.6,25/08/2023,PG-13 (Some Strong Language),English (United Kingdom),1h 47m
2023,https://www.rottentomatoes.com/m/maybe_i_do,Maybe I Do,3.2,27/01/2023,PG-13 (Sexually Suggestive Material|Brief Strong Language),English,1h 35m
2023,https://www.rottentomatoes.com/m/a_man_called_otto,A Man Called Otto,7.0,13/01/2023,PG-13 (Mature Thematic Material|Language|Suicide Attempts),English,2h 6m
2023,https://www.rottentomatoes.com/m/marlowe_2022,Marlowe,2.6,15/02/2023,R (Language|Brief Drug Use|Some Sexual Material|Violent Content),English,1h 49m
2023,https://www.rottentomatoes.com/m/the_equalizer_3,The Equalizer 3,7.6,01/09/2023,R (Strong Bloody Violence|Some Language),English,1h 49m
2023,https://www.rottentomatoes.com/m/one_day_as_a_lion,One Day as a Lion,6.4,04/04/2023,R (Sexual References|Pervasive Language|Some Violence),English,1h 27m
2023,https://www.rottentomatoes.com/m/the_monkey_king_2023,The Monkey King,5.9,11/08/2023,PG (Action/Violence|Brief Thematic Material),English,1h 32m
2023,https://www.rottentomatoes.com/m/stamped_from_the_beginning,Stamped From the Beginning,10.0,10/11/2023,R (Nude Images|Language|Drug Content|Racism|Some Violent Content),English,1h 31m
2023,https://www.rottentomatoes.com/m/kandahar_2023,Kandahar,4.5,26/05/2023,R (Violence and Language),English,1h 59m
2023,https://www.rottentomatoes.com/m/haunted_mansion_2023,Haunted Mansion,3.7,28/07/2023,PG-13 (Some Thematic Elements|Scary Action),English,2h 3m
2023,https://www.rottentomatoes.com/m/sitting_in_bars_with_cake,Sitting in Bars with Cake,7.5,08/09/2023,PG-13,English,2h 0m
2023,https://www.rottentomatoes.com/m/mummies,Mummies,5.3,24/02/2023,PG (Some Rude Material|Mild Action/Violence),English,1h 28m
2023,https://www.rottentomatoes.com/m/57_seconds,57 Seconds,1.3,29/09/2023,R (Violence and Language),English,1h 39m
2023,https://www.rottentomatoes.com/m/pamela_a_love_story,"Pamela, a Love Story",9.6,31/01/2023,TV-MA,English,1h 52m
2023,https://www.rottentomatoes.com/m/maggie_moores,Maggie Moore(s),5.1,16/06/2023,R (Language Throughout|Drug Use|Brief Nudity|Some Sexual Material|Violence),English,1h 39m
2023,https://www.rottentomatoes.com/m/godzilla_tokyo_sos,Godzilla: Tokyo S.O.S.,8.0,22/03/2023,PG,Japanese,1h 37m
2023,https://www.rottentomatoes.com/m/the_subtle_art_of_not_giving_a_at_percent,The Subtle Art of Not Giving a #@%!,7.1,04/01/2023,R (Language Throughout|Brief Violent Images),English,1h 37m
2023,https://www.rottentomatoes.com/m/snag,Snag,2.0,28/04/2023,R (Bloody Violence|Language Throughout),English,1h 27m
2023,https://www.rottentomatoes.com/m/the_boy_and_the_heron,The Boy and the Heron,9.7,08/12/2023,PG-13 (Smoking|Bloody Images|Some Violent Content),Japanese,2h 4m
2023,https://www.rottentomatoes.com/m/my_happy_ending,My Happy Ending,3.8,24/02/2023,R (Language and Brief Drug Use),English,1h 29m
2023,https://www.rottentomatoes.com/m/the_offering_2022,The Offering,7.4,13/01/2023,R (Violence),English,1h 33m
2023,https://www.rottentomatoes.com/m/a_million_miles_away_2023,A Million Miles Away,8.9,08/09/2023,PG,English,2h 1m
2023,https://www.rottentomatoes.com/m/our_son,Our Son,8.6,08/12/2023,R (Language|Some Sexual Content/Nudity),English,1h 44m
2023,https://www.rottentomatoes.com/m/the_killer_2023,The Killer,8.5,27/10/2023,R (Strong Violence|Language|Brief Sexuality),English,1h 58m
2023,https://www.rottentomatoes.com/m/dead_mans_hand_2023,Dead Man's Hand,0.0,07/07/2023,R (Bloody Violent Content|Some Nudity|Language),English,1h 36m
2023,https://www.rottentomatoes.com/m/nimona,Nimona,9.2,23/06/2023,PG (Thematic Elements|Some Language|Rude Humor|Violence and Action),English,1h 41m
2023,https://www.rottentomatoes.com/m/nandor_fodor_and_the_talking_mongoose,The Case of the Talking Mongoose,4.6,01/09/2023,PG-13 (Some Strong Language|Smoking Throughout|Brief Partial Nudity),English (United Kingdom),1h 36m
2023,https://www.rottentomatoes.com/m/asteroid_city,Asteroid City,7.5,23/06/2023,PG-13 (Smoking|Brief Graphic Nudity|Some Suggestive Material),English,1h 45m
2023,https://www.rottentomatoes.com/m/hypnotic_2023,Hypnotic,3.1,12/05/2023,R (Violence),English,1h 32m
2023,https://www.rottentomatoes.com/m/miraculous_ladybug_and_cat_noir_the_movie,"Miraculous: Ladybug & Cat Noir, The Movie",5.0,21/07/2023,PG (Some Thematic Elements|Brief Smoking|Action),French (France),1h 45m
2023,https://www.rottentomatoes.com/m/double_life_2023,Double Life,1.3,05/05/2023,PG-13 (Language|Violence|Some Sexual Content),English,1h 29m
2023,https://www.rottentomatoes.com/m/the_inventor,The Inventor,7.5,15/09/2023,PG (Some Thematic Elements|Nude Art Images),English,1h 32m
2023,https://www.rottentomatoes.com/m/it_aint_over,It Ain't Over,9.8,12/05/2023,PG (Smoking|Language|Brief War Images|Some Drug References),English,1h 38m
2023,https://www.rottentomatoes.com/m/journey_to_bethlehem,Journey to Bethlehem,7.5,10/11/2023,PG,English,1h 38m
2023,https://www.rottentomatoes.com/m/the_good_mother,The Good Mother,2.2,01/09/2023,R (Some Violent Content|Language Throughout|Drug Material),English,1h 29m
2023,https://www.rottentomatoes.com/m/in_the_fire,In the Fire,1.5,13/10/2023,R (Brief Sexuality|Some Violent Content),English,1h 27m
2023,https://www.rottentomatoes.com/m/luther_the_fallen_sun,Luther: The Fallen Sun,6.7,24/02/2023,R (Some Sexual Material|Language|Disturbing/Violent Content),English (United Kingdom),2h 8m
2023,https://www.rottentomatoes.com/m/the_starling_girl,The Starling Girl,9.2,12/05/2023,R,English,1h 56m
2023,https://www.rottentomatoes.com/m/beautiful_disaster_2023,Beautiful Disaster,2.5,12/04/2023,R (Sexual Content|Language|Some Violence|Teen Drinking),English,1h 36m
2023,https://www.rottentomatoes.com/m/butchers_crossing,Butcher's Crossing,7.4,20/10/2023,R (Some Violence/Bloody Images|Language|Brief Sexual Content),English,1h 45m
2023,https://www.rottentomatoes.com/m/how_to_blow_up_a_pipeline,How to Blow Up a Pipeline,9.5,07/04/2023,R (Some Drug Use|Language Throughout),English,1h 39m
2023,https://www.rottentomatoes.com/m/you_hurt_my_feelings_2023,You Hurt My Feelings,9.5,26/05/2023,R (Language),English,1h 33m
2023,https://www.rottentomatoes.com/m/mars_one,Mars One,9.7,05/01/2023,TV-MA (Language|Nudity|Smoking),Portuguese (Brazil),1h 55m
2023,https://www.rottentomatoes.com/m/shazam_fury_of_the_gods,Shazam! Fury of the Gods,4.9,17/03/2023,PG-13 (Sequences of Action|Language|Violence),English,2h 10m
2023,https://www.rottentomatoes.com/m/transformers_rise_of_the_beasts,Transformers: Rise of the Beasts,5.2,09/06/2023,PG-13 (Language|Intense Sci-Fi Action|Violence),English,2h 7m
2023,https://www.rottentomatoes.com/m/confidential_informant,Confidential Informant,0.0,30/06/2023,R (Graphic Nudity|Drug Use|Language Throughout|Some Violence),English,1h 28m
2023,https://www.rottentomatoes.com/m/plane,Plane,7.8,13/01/2023,R (Violence and Language),English,1h 47m
2023,https://www.rottentomatoes.com/m/candy_cane_lane,Candy Cane Lane,4.5,24/11/2023,PG (Some Suggestive References|Language Throughout),English,1h 48m
2023,https://www.rottentomatoes.com/m/of_an_age,Of an Age,8.6,17/02/2023,R (Some Drug Use|Sexual Content|Language Throughout),English,1h 39m
2023,https://www.rottentomatoes.com/m/fair_play_2023,Fair Play,8.5,29/09/2023,R (Sexual Violence|Sexual Content|Pervasive Language|Some Nudity),English,1h 53m
2023,https://www.rottentomatoes.com/m/the_old_way,The Old Way,3.2,06/01/2023,R (Violence),English,1h 35m
2023,https://www.rottentomatoes.com/m/you_are_so_not_invited_to_my_bat_mitzvah,You Are So Not Invited to My Bat Mitzvah,9.1,25/08/2023,PG-13 (Brief Teen Drinking|Strong Language|Some Crude/Suggestive Material),English,1h 41m
2023,https://www.rottentomatoes.com/m/the_best_man_2023,The Best Man,3.3,21/04/2023,R (Violence|Language Throughout|Teen Drinking|Drug Use),English,1h 33m
2023,https://www.rottentomatoes.com/m/the_price_we_pay_2022,The Price We Pay,5.6,13/01/2023,R (Strong Horror Violence|Pervasive Language|Gore),English,1h 26m
2023,https://www.rottentomatoes.com/m/dumb_money,Dumb Money,8.4,22/09/2023,R (Pervasive Language|Drug Use|Sexual Material),English,1h 45m
2023,https://www.rottentomatoes.com/m/desperation_road,Desperation Road,6.0,06/10/2023,R (Nudity|Language Throughout|Brief Sexuality|Sexual Assault|Some Violence),English,1h 52m
2023,https://www.rottentomatoes.com/m/extraction_2,Extraction 2,7.9,09/06/2023,R (Language|Strong/Bloody Violence),English,2h 3m
2023,https://www.rottentomatoes.com/m/tetris,Tetris,8.1,24/03/2023,R (Language),English,1h 58m
2023,https://www.rottentomatoes.com/m/wild_life_2023,Wild Life,9.1,14/04/2023,PG-13 (Brief Strong Language),English,1h 33m
2023,https://www.rottentomatoes.com/m/next_goal_wins_2023,Next Goal Wins,4.5,17/11/2023,PG-13 (Some Strong Language|Crude Material),English,1h 44m
2023,https://www.rottentomatoes.com/m/creed_iii,Creed III,8.8,03/03/2023,PG-13 (Some Strong Language|Intense Sports Action|Violence),English,1h 56m
2023,https://www.rottentomatoes.com/m/mercy_road,Mercy Road,5.5,06/10/2023,R (Language Throughout),English (Australia),1h 25m
2023,https://www.rottentomatoes.com/m/the_amazing_maurice,The Amazing Maurice,7.3,03/02/2023,PG (Some Rude Material|Action/Peril),English,1h 33m
2023,https://www.rottentomatoes.com/m/the_boogeyman,The Boogeyman,6.1,02/06/2023,PG-13 (Teen Drug Use|Some Strong Language|Terror|Violent Content),English,1h 38m
2023,https://www.rottentomatoes.com/m/the_lost_king,The Lost King,7.7,24/03/2023,PG-13 (Some Strong Language|Brief Suggestive References),English,1h 49m
2023,https://www.rottentomatoes.com/m/slotherhouse,Slotherhouse,6.1,30/08/2023,PG-13 (Violence|Language|Bloody Images),English,1h 33m
2023,https://www.rottentomatoes.com/m/chicken_run_dawn_of_the_nugget,Chicken Run: Dawn of the Nugget,8.1,08/12/2023,PG (Some Thematic Elements|Peril|Action),English,1h 41m
2023,https://www.rottentomatoes.com/m/mercy_2023,Mercy,0.0,12/05/2023,R (Violence|Pervasive Language|Bloody Images),English,1h 25m
2023,https://www.rottentomatoes.com/m/space_oddity,Space Oddity,5.6,31/03/2023,PG-13 (Thematic Elements|Suggestive Material|Some Strong Language),English,1h 32m
2023,https://www.rottentomatoes.com/m/cassandro,Cassandro,9.1,15/09/2023,R (Sexual Content|Language|Drug Use),English,1h 47m
2023,https://www.rottentomatoes.com/m/the_tutor_2023,The Tutor,1.8,24/03/2023,R,English,1h 32m
2023,https://www.rottentomatoes.com/m/the_blackening,The Blackening,8.7,16/06/2023,R (Pervasive Language|Drug Use|Violence),English,1h 37m
2023,https://www.rottentomatoes.com/m/the_pod_generation,The Pod Generation,4.1,11/08/2023,PG-13 (Suggestive Material|Partial Nudity|Brief Strong Language),English,1h 49m
2023,https://www.rottentomatoes.com/m/a_good_person,A Good Person,5.7,24/03/2023,R (Language Throughout|Drug Abuse|Some Sexual References),English,2h 9m
2023,https://www.rottentomatoes.com/m/retribution_2023,Retribution,2.9,25/08/2023,R (Some Language and Violence),English,1h 30m
2023,https://www.rottentomatoes.com/m/the_kitchen_2023,The Kitchen,8.9,08/12/2023,R (Language),English,1h 48m
2023,https://www.rottentomatoes.com/m/freelance_2023,Freelance,1.0,27/10/2023,R (Violence and Language),English,1h 49m
2023,https://www.rottentomatoes.com/m/the_out_laws,The Out-Laws,2.1,30/06/2023,R (Sexual Material|Language Throughout|Brief Drug Use|Violence),English,1h 35m
2023,https://www.rottentomatoes.com/m/out_of_exile,Out of Exile,2.5,20/01/2023,R,English,1h 47m
2023,https://www.rottentomatoes.com/m/insidious_the_red_door,Insidious: The Red Door,3.9,07/07/2023,PG-13 (Strong Language|Frightening Images|Suggestive References|Terror|Violence),English,1h 47m
2023,https://www.rottentomatoes.com/m/migration_2023,Migration,7.3,22/12/2023,PG (Mild Rude Humor|Action/Peril),English,1h 23m
2023,https://www.rottentomatoes.com/m/good_boy_2022,Good Boy,9.4,08/09/2023,R (Some Violent Content|Language),Norwegian,1h 19m
2023,https://www.rottentomatoes.com/m/the_other_zoey,The Other Zoey,8.0,20/10/2023,PG-13 (Some Strong Language|Suggestive References),English,1h 26m
2023,https://www.rottentomatoes.com/m/paint_2023,Paint,3.1,07/04/2023,PG-13 (Smoking|Sexual/Suggestive Material|Drug Use),English,1h 36m
2023,https://www.rottentomatoes.com/m/book_club_the_next_chapter,Book Club: The Next Chapter,4.6,12/05/2023,PG-13 (Suggestive Material|Some Strong Language),English,1h 47m
2023,https://www.rottentomatoes.com/m/ambush_2023,Ambush,2.5,24/02/2023,R (Violence|Some Bloody Images|Language),English,1h 44m
2023,https://www.rottentomatoes.com/m/assassin_2023,Assassin,0.9,31/03/2023,R (Violence and Language),English,1h 28m
2023,https://www.rottentomatoes.com/m/leave_the_world_behind_2023,Leave the World Behind,7.3,22/11/2023,R (Language|Drug Use|Brief Bloody Images|Some Sexual Content),English,2h 20m
2023,https://www.rottentomatoes.com/m/strays_2023,Strays,5.3,18/08/2023,R (Drug Use|Crude and Sexual Content|Pervasive Language),English,1h 33m
2023,https://www.rottentomatoes.com/m/blueback,Blueback,7.1,03/03/2023,PG,English,1h 42m
2023,https://www.rottentomatoes.com/m/the_retirement_plan,The Retirement Plan,6.0,15/09/2023,R (Violence|Pervasive Language),English,1h 43m
2023,https://www.rottentomatoes.com/m/perfect_days_2023,Perfect Days,9.6,10/11/2023,PG (Smoking|Partial Nudity|Some Language),Japanese,2h 4m
2023,https://www.rottentomatoes.com/m/summoning_sylvia,Summoning Sylvia,10.0,31/03/2023,R (Sexual Content and Language),English,1h 14m
2023,https://www.rottentomatoes.com/m/may_december,May December,9.1,17/11/2023,R (Graphic Nudity|Drug Use|Language|Some Sexual Content),English,1h 53m
2023,https://www.rottentomatoes.com/m/robots_2023,Robots,1.8,19/05/2023,R (Sexual Content|Pervasive Language),English,1h 33m
2023,https://www.rottentomatoes.com/m/the_super_mario_bros_movie,The Super Mario Bros. Movie,5.9,05/04/2023,PG (Action and Mild Violence),English,1h 32m
2023,https://www.rottentomatoes.com/m/the_persian_version,The Persian Version,8.4,20/10/2023,R (Some Sexual References|Language),English,1h 47m
2023,https://www.rottentomatoes.com/m/a_haunting_in_venice,A Haunting in Venice,7.5,15/09/2023,PG-13 (Some Strong Violence|Disturbing Images|Thematic Elements),English,1h 43m
2023,https://www.rottentomatoes.com/m/it_lives_inside_2023,It Lives Inside,6.4,22/09/2023,PG-13 (Brief Strong Language|Bloody Images|Teen Drug Use|Terror|Violent Content),English,1h 39m
2023,https://www.rottentomatoes.com/m/sisu_2022,Sisu,9.4,28/04/2023,R (Language|Gore|Strong Bloody Violence),Finnish,1h 31m
2023,https://www.rottentomatoes.com/m/chevalier_2022,Chevalier,7.7,21/04/2023,PG-13 (Suggestive Material|Some Strong Language|Thematic Content|Violence),English,1h 47m
2023,https://www.rottentomatoes.com/m/john_wick_chapter_4,John Wick: Chapter 4,9.4,24/03/2023,R (Some Language|Pervasive Strong Violence),English,2h 49m
2023,https://www.rottentomatoes.com/m/ferrari_2023,Ferrari,7.2,25/12/2023,R (Language|Graphic Images|Sexual Content|Some Violent Content),English,2h 10m
2023,https://www.rottentomatoes.com/m/rustin_2023,Rustin,8.4,03/11/2023,PG-13 (Some Violence|Racial Slurs|Thematic Material|Language|Brief Drug Use|Sexual Material|Smoking),English,1h 48m
2023,https://www.rottentomatoes.com/m/killers_of_the_flower_moon,Killers of the Flower Moon,9.3,20/10/2023,R (Some Grisly Images|Language|Violence),English,3h 26m
2023,https://www.rottentomatoes.com/m/knock_at_the_cabin,Knock at the Cabin,6.7,03/02/2023,R (Violence and Language),English,1h 40m
