movieId,movieYear,movieURL,movieTitle,critic_score,critic_sentiment,audience_score,audience_sentiment,release_date_theaters,release_date_streaming,rating,original_language,runtime
2b9348e8-6e8b-4af5-b913-64427d4d0a23,2023,https://www.rottentomatoes.com/m/peter_pan_and_wendy,Peter Pan & Wendy,65,positive,11,negative,,28-Apr-23,PG (Violence|Thematic Elements|Peril),English,1h 46m
2c60cd0c-73e0-3824-9f62-30c2785c4263,2023,https://www.rottentomatoes.com/m/bottoms,Bottoms,90,positive,89,positive,"Sep 1, 2023, Wide",22-Sep-23,R (Some Violence|Pervasive Language|Crude Sexual Content),English,1h 28m
2cfdcb5a-3e61-41ab-ae9e-7120103d6c22,2023,https://www.rottentomatoes.com/m/falcon_lake,Falcon Lake,94,positive,84,positive,"Jun 2, 2023, Limited",13-Jun-23,,French (France),1h 40m
2d399e4f-a92f-3eab-b3f4-ba9f7669d11d,2023,https://www.rottentomatoes.com/m/living_with_chucky,Living with Chucky,74,positive,78,positive,,4-Apr-23,,English,1h 40m
2d7b63a1-8924-4401-9056-0fb009b0f2a0,2023,https://www.rottentomatoes.com/m/victim_suspect,Victim/Suspect,79,positive,75,positive,"May 23, 2023, Limited",23-May-23,R (Some Language),English,1h 30m
2da44bd6-2a22-3238-a139-a40ab1769550,2023,https://www.rottentomatoes.com/m/teenage_mutant_ninja_turtles_mutant_mayhem,Teenage Mutant Ninja Turtles: Mutant Mayhem,95,positive,90,positive,"Aug 2, 2023, Wide",1-Sep-23,PG (Language|Impolite Material|Sequences of Violence & Action),English,1h 39m
2da57b86-71a0-35bd-b8f4-d0c0ed1f113c,2023,https://www.rottentomatoes.com/m/missing_2023,Missing,88,positive,90,positive,"Jan 20, 2023, Wide",7-Mar-23,PG-13 (Some Strong Violence|Language|Teen Drinking|Thematic Material),English,1h 51m
2db4a5c5-36f3-3ec7-bbd6-b200a8bd5761,2023,https://www.rottentomatoes.com/m/sick_girl_2023,Sick Girl,38,negative,76,positive,"Oct 20, 2023, Limited",20-Oct-23,R (Drug Use|Some Sexual References|Language Throughout),English,1h 39m
2e490a02-56aa-396b-b78c-8a1591ee74f8,2023,https://www.rottentomatoes.com/m/wingwomen,Wingwomen,73,positive,60,positive,,1-Nov-23,,French (France),1h 54m
2e4c99a5-2635-37ae-9c3b-163bad386044,2023,https://www.rottentomatoes.com/m/a_deadly_invitation,A Deadly Invitation,40,negative,8,negative,,6-Oct-23,,Spanish,1h 32m
2f693681-6183-33dc-baa5-f6ffb89810ea,2023,https://www.rottentomatoes.com/m/manodrome,Manodrome,49,negative,28,negative,"Nov 10, 2023, Limited",17-Nov-23,R,English (United Kingdom),1h 36m
2f95ceec-ac42-48b0-9997-92ed672475ee,2023,https://www.rottentomatoes.com/m/talk_to_me_2023,Talk to Me,94,positive,82,positive,"Jul 28, 2023, Wide",12-Sep-23,R (Some Sexual Material|Language Throughout|Strong/Bloody Violent Content),English,1h 35m
2fdfea06-848c-3654-8e6d-f817105905e4,2023,https://www.rottentomatoes.com/m/ballerina_2023,Ballerina,91,positive,72,positive,,6-Oct-23,,Korean,1h 33m
30ef95fc-0ff5-35a3-98f6-d051de8bc1b8,2023,https://www.rottentomatoes.com/m/guardians_of_the_galaxy_vol_3,Guardians of the Galaxy Vol. 3,82,positive,94,positive,"May 5, 2023, Wide",7-Jul-23,PG-13 (Intense Sequences of Violence|Action|Strong Language|Suggestive/Drug References|Thematic Elements),English,2h 30m
311f8d66-03e4-3a07-9639-d6c24ae4e91c,2023,https://www.rottentomatoes.com/m/squealer,Squealer,,,19,negative,"Nov 3, 2023, Limited",3-Nov-23,R (Some Sexual Material|Drug Use|Language Throughout|Graphic Nudity|Strong Violence and Gore),English,1h 40m
3166d906-ab88-3c47-a46d-775a073a4a3e,2023,https://www.rottentomatoes.com/m/prom_pact,Prom Pact,89,positive,71,positive,,31-Mar-23,,English,1h 39m
317d7155-533b-396f-8c1c-34a22e2e8ef9,2023,https://www.rottentomatoes.com/m/barbie,Barbie,88,positive,83,positive,"Jul 21, 2023, Wide",12-Sep-23,PG-13 (Suggestive References|Brief Language),English,1h 54m
31b2054f-cc01-3b3f-85c0-eaa35bce6352,2023,https://www.rottentomatoes.com/m/monster_high_2,Monster High 2,,,68,positive,,5-Oct-23,,English,1h 30m
31dd937e-6c08-38ed-a869-75ebb3909417,2023,https://www.rottentomatoes.com/m/dangerous_waters_2023,Dangerous Waters,29,negative,30,negative,"Oct 13, 2023, Limited",13-Oct-23,,English,1h 41m
3250c352-9937-31ff-af17-d4c451c06232,2023,https://www.rottentomatoes.com/m/hidden_strike,Hidden Strike,24,negative,55,negative,,28-Jul-23,,English,1h 42m
32743e95-1f9b-4c49-964d-b3d56ef645b7,2023,https://www.rottentomatoes.com/m/land_of_gold,Land of Gold,89,positive,88,positive,"May 5, 2023, Limited",15-May-23,,English,1h 45m
33035253-456d-313b-896e-e4ec18f10cb4,2023,https://www.rottentomatoes.com/m/lust_stories_2,Lust Stories 2,60,positive,56,negative,,29-Jun-23,,Hindi,2h 12m
3374739d-5a07-3b45-aa68-f444ddd3769e,2023,https://www.rottentomatoes.com/m/the_night_of_the_12th,The Night of the 12th,94,positive,95,positive,"May 19, 2023, Limited",1-Aug-23,,French (France),1h 55m
3396e7ba-e54f-49e4-8b90-a5cd56d08f9c,2023,https://www.rottentomatoes.com/m/262_to_life,26.2 to Life,85,positive,99,positive,"Sep 22, 2023, Limited",29-Sep-23,,English,1h 30m
33c8180c-5dd0-3510-b19d-42daab5ba6b7,2023,https://www.rottentomatoes.com/m/quantum_cowboys,Quantum Cowboys,100,positive,93,positive,,14-Nov-23,,English,1h 39m
34b10090-7360-3802-a99c-e74ad4ea09b2,2023,https://www.rottentomatoes.com/m/you_people_2023,You People,40,negative,34,negative,"Jan 20, 2023, Limited",27-Jan-23,R (Some Sexual Material|Language Throughout|Drug Content),English,1h 57m
34f0e7cf-195e-463c-9d81-5f283cfd2e34,2023,https://www.rottentomatoes.com/m/past_lives,Past Lives,95,positive,84,positive,"Jun 30, 2023, Wide",22-Aug-23,PG-13 (Some Strong Language),English,1h 46m
34ff5067-a39f-32f3-8294-0d5fd2888cd5,2023,https://www.rottentomatoes.com/m/i_can,I Can,,,92,positive,"Sep 22, 2023, Limited",12-Dec-23,PG (Thematic Elements),English,1h 25m
360a7a6d-b7ad-4089-9ede-a4fd63ac62a3,2023,https://www.rottentomatoes.com/m/end_of_the_rope_2023,End of the Rope,,,78,positive,"Mar 24, 2023, Limited",17-May-24,PG-13 (Language|Some Violent Content),English,2h 19m
3613e82a-bced-3b59-a20c-1d92aff8b2e7,2023,https://www.rottentomatoes.com/m/war_pony,War Pony,93,positive,87,positive,"Jul 28, 2023, Limited",28-Jul-23,R (Some Violence|Pervasive Language|Drug and Alcohol Use),English,1h 55m
36556108-98ee-322b-9aba-a56a24351903,2023,https://www.rottentomatoes.com/m/sharper,Sharper,69,positive,73,positive,"Feb 10, 2023, Limited",17-Feb-23,R (Language Throughout|Some Sexual References),English,1h 56m
366d3eeb-92a0-391e-a2cc-e26b75ff1e2c,2023,https://www.rottentomatoes.com/m/the_archies,The Archies,63,positive,81,positive,,7-Dec-23,,Hindi,2h 21m
3702b80c-5801-34e8-9f60-826c4a17cc2c,2023,https://www.rottentomatoes.com/m/nefarious_2023,Nefarious,33,negative,96,positive,"Apr 14, 2023, Wide",2-Jun-23,R (Disturbing Violent Content),English,1h 38m
3706c670-48e5-3776-94df-9d7c27e0dc25,2023,https://www.rottentomatoes.com/m/boston_strangler_2023,Boston Strangler,68,positive,69,positive,,17-Mar-23,R (Some Violent Content|Language),English,1h 52m
377afa01-8add-3999-84f6-088836769a09,2023,https://www.rottentomatoes.com/m/love_again_2023,Love Again,28,negative,91,positive,"May 5, 2023, Wide",23-May-23,PG-13 (Some Strong Language|Some Sexual Material),English,1h 44m
378228d5-0254-3aec-9a5a-e0a8bf21cd5f,2023,https://www.rottentomatoes.com/m/filling_in_the_blanks,Filling in the Blanks,,,88,positive,,15-Aug-23,,English,1h 34m
37ce0dac-3010-3863-b544-28fa138e44d3,2023,https://www.rottentomatoes.com/m/house_party_2023,House Party,28,negative,60,positive,"Jan 13, 2023, Wide",31-Jan-23,R (Pervasive Language|Drug Use|Sexual Material|Some Violence),English,1h 40m
37fd9ba9-ff89-3739-aae7-93fda1b6df1c,2023,https://www.rottentomatoes.com/m/blood_and_gold,Blood & Gold,85,positive,68,positive,,26-May-23,,German,1h 40m
38e9a584-eb61-39b0-969b-a5da9b598a9f,2023,https://www.rottentomatoes.com/m/marry_my_dead_body,Marry My Dead Body,64,positive,93,positive,,10-Aug-23,,Chinese,2h 10m
393e5233-6199-4377-ab97-ba797d3d7f27,2023,https://www.rottentomatoes.com/m/perpetrator,Perpetrator,82,positive,30,negative,"Sep 1, 2023, Limited",1-Sep-23,,English,1h 40m
39412020-473d-43d8-8330-303c02d9e68f,2023,https://www.rottentomatoes.com/m/tin_and_tina,Tin & Tina,56,negative,22,negative,,26-May-23,,Spanish,1h 59m
396680e1-7eda-3ac0-b7b4-40aee6739e71,2023,https://www.rottentomatoes.com/m/dream_2023,Dream,38,negative,74,positive,,25-Jul-23,,Korean,2h 5m
3982b42b-f263-3d4c-a8d0-20b6616449aa,2023,https://www.rottentomatoes.com/m/no_hard_feelings_2023,No Hard Feelings,70,positive,87,positive,"Jun 23, 2023, Wide",15-Aug-23,R (Language|Brief Drug Use|Sexual Content|Some Graphic Nudity),English,1h 43m
39d19c7a-0c85-4561-8228-f2a4d5998c86,2023,https://www.rottentomatoes.com/m/sound_of_silence_2023,Sound of Silence,67,positive,45,negative,,9-Mar-23,,English,1h 33m
3a3fc627-86e7-386a-af48-29f0dc8f1cea,2023,https://www.rottentomatoes.com/m/consecration,Consecration,41,negative,32,negative,"Feb 10, 2023, Wide",19-May-23,R (Bloody Violent Content|Some Language),English (United Kingdom),1h 30m
3aa49e3e-4434-4880-a5ac-a475c07b309a,2023,https://www.rottentomatoes.com/m/elemental_2023,Elemental,73,positive,93,positive,"Jun 16, 2023, Wide",15-Aug-23,PG (Some Peril|Brief Language|Thematic Elements),English,1h 41m
3ad9038b-9af8-3c42-a2cb-d139bf3fb8fe,2023,https://www.rottentomatoes.com/m/sweetwater,Sweetwater,25,negative,95,positive,"Apr 14, 2023, Wide",2-May-23,PG-13 (Smoking|Violence|Some Racial Slurs),English,1h 54m
3af5c1bb-184f-40c8-ae26-6939e4229005,2023,https://www.rottentomatoes.com/m/the_canterville_ghost_2023,The Canterville Ghost,57,negative,50,negative,"Oct 20, 2023, Limited",5-Dec-23,PG,English,1h 34m
3be2972e-e1a2-353e-9e93-345cf2dc288e,2023,https://www.rottentomatoes.com/m/the_family_plan,The Family Plan,25,negative,61,positive,,15-Dec-23,PG-13 (Sequences of Violence & Action|Some Strong Language|Sexual Material),English,1h 58m
3beb09f6-7671-4fd0-863d-ea1518d8b954,2023,https://www.rottentomatoes.com/m/gray_matter,Gray Matter,17,negative,72,positive,,13-Jul-23,,English,1h 27m
3cc333b1-2e33-33d7-ab02-782440c16175,2023,https://www.rottentomatoes.com/m/the_black_demon,The Black Demon,28,negative,77,positive,"Apr 28, 2023, Limited",30-May-23,R (Some Grisly Images),English,1h 40m
3d37610e-fcfa-3eb6-9b52-afdf67317fc7,2023,https://www.rottentomatoes.com/m/deliver_us_2023,Deliver Us,65,positive,62,positive,"Sep 29, 2023, Limited",29-Sep-23,,English,1h 43m
3d4c0058-016e-31d4-983e-cb8b52ce5bdf,2023,https://www.rottentomatoes.com/m/rare_objects,Rare Objects,40,negative,69,positive,"Apr 14, 2023, Limited",14-Apr-23,R (Language and Some Drug Use),English,2h 3m
3eb090f0-20f5-326f-ab7e-b409e60945d8,2023,https://www.rottentomatoes.com/m/reptile_2023,Reptile,45,negative,71,positive,"Sep 22, 2023, Limited",29-Sep-23,R (Violence|Some Nude Images|Language),English,2h 14m
3f36d358-97db-45f6-ba05-ee4f9f311b68,2023,https://www.rottentomatoes.com/m/the_deepest_breath,The Deepest Breath,85,positive,93,positive,"Jul 14, 2023, Limited",19-Jul-23,PG (Language|Unsettling Images|Some Intense Peril),English,1h 48m
3f42e95a-6b97-300e-b45f-103c710721de,2023,https://www.rottentomatoes.com/m/pinball_the_man_who_saved_the_game,Pinball: The Man Who Saved the Game,95,positive,91,positive,"Mar 17, 2023, Limited",17-Mar-23,,English,1h 31m
3f4538e2-6a6d-3b1b-8c9d-fd33bba0bf07,2023,https://www.rottentomatoes.com/m/theres_something_wrong_with_the_children,There's Something Wrong with the Children,62,positive,26,negative,,17-Jan-23,,English,1h 32m
3f9edabe-1f56-33b5-8530-d96426b2c372,2023,https://www.rottentomatoes.com/m/transfusion_2022,Transfusion,57,negative,44,negative,"Mar 3, 2023, Limited",3-Mar-23,R (Teen Drinking and Drug Use|Language Throughout|Violence),English,1h 45m
3fc11e68-12b2-30e1-bf12-4ad9bb9df033,2023,https://www.rottentomatoes.com/m/cocaine_bear,Cocaine Bear,66,positive,71,positive,"Feb 24, 2023, Wide",21-Mar-23,R (Drug Content|Bloody Violence and Gore|Language Throughout),English,1h 35m
3ff5405d-a878-3ac1-a87a-89cbe7007d08,2023,https://www.rottentomatoes.com/m/the_collective_2023,The Collective,,,25,negative,"Aug 4, 2023, Limited",4-Aug-23,,English,1h 26m
407e2181-79f1-3b8a-a6c9-b80730fd9e89,2023,https://www.rottentomatoes.com/m/god_is_a_bullet,God Is a Bullet,24,negative,56,negative,"Jun 23, 2023, Wide",11-Jul-23,,English,2h 36m
40b88250-90ce-3d27-901f-22233a4664a8,2023,https://www.rottentomatoes.com/m/are_you_there_god_its_me_margaret,"Are You There God? It's Me, Margaret.",99,positive,95,positive,"Apr 28, 2023, Wide",6-Jun-23,PG-13 (Some Suggestive Material|Sexual Education|Thematic Material),English,1h 45m
40c8f1b7-ca5c-3a0b-af7d-17c3c1ff9d62,2023,https://www.rottentomatoes.com/m/detective_knight_independence,Detective Knight: Independence,67,positive,83,positive,"Jan 20, 2023, Limited",20-Jan-23,R (Sexuality|Language Throughout|Brief Drug Use|Violence),English,1h 31m
41152a0e-52b4-3dd5-93df-9e8db7e99fa8,2023,https://www.rottentomatoes.com/m/into_the_spotlight,Into the Spotlight,,,99,positive,,1-Sep-23,,English,1h 33m
41871693-c8e6-39dc-b08e-41762733bea9,2023,https://www.rottentomatoes.com/m/pig_killer,Pig Killer,,,79,positive,"Nov 17, 2023, Limited",21-Nov-23,,English,2h 2m
42003e56-54e5-3ff4-96c7-a13f57bce479,2023,https://www.rottentomatoes.com/m/the_three_musketeers_part_i_dartagnan,The Three Musketeers: Part I - D'Artagnan,98,positive,81,positive,"Dec 8, 2023, Limited",8-Dec-23,,French (France),2h 1m
4259494b-47db-32db-9abd-d4dff33829f1,2023,https://www.rottentomatoes.com/m/your_lucky_day,Your Lucky Day,86,positive,60,positive,"Nov 10, 2023, Limited",14-Nov-23,R (Some Sexual Material|Language Throughout|Graphic Nudity|Strong Violence),English,1h 29m
43148ac4-058b-409d-8954-00d1fc95e280,2023,https://www.rottentomatoes.com/m/the_job_of_songs,The Job of Songs,100,positive,80,positive,,21-Nov-23,,English,1h 13m
431505cc-700e-4f8c-911a-2f3fcb2ac5a3,2023,https://www.rottentomatoes.com/m/ant_man_and_the_wasp_quantumania,Ant-Man and The Wasp: Quantumania,46,negative,82,positive,"Feb 17, 2023, Wide",18-Apr-23,PG-13 (Violence/Action|Language),English,2h 4m
440622b1-e51e-3c89-b0de-4dcf27fbcc71,2023,https://www.rottentomatoes.com/m/malum,Malum,81,positive,49,negative,"Mar 31, 2023, Limited",16-May-23,,English,1h 32m
44395a61-7822-3fca-be96-f35615f57967,2023,https://www.rottentomatoes.com/m/we_have_a_ghost,We Have a Ghost,42,negative,61,positive,"Feb 17, 2023, Limited",24-Feb-23,PG-13 (Violence|Sexual/Suggestive References|Language),English,2h 6m
4459a1b8-ec4a-4c13-8c31-b27464e1c6e2,2023,https://www.rottentomatoes.com/m/poor_things,Poor Things,92,positive,79,positive,"Dec 8, 2023, Limited",27-Feb-24,R (Gore|Disturbing Material|Graphic Nudity|Language|Strong Sexual Content),English,2h 21m
44b5e2de-4a89-41e8-964e-5173d80ab928,2023,https://www.rottentomatoes.com/m/blaze_2022,Blaze,89,positive,48,negative,"Jan 20, 2023, Limited",20-Jan-23,,English (Australia),1h 41m
450a62e7-fb51-3269-abfa-ca5de5b5701d,2023,https://www.rottentomatoes.com/m/poison_2023,Poison,94,positive,72,positive,,30-Sep-23,,English,17m
456c26c1-3a15-3877-97b3-3803a7e0dcd8,2023,https://www.rottentomatoes.com/m/the_hole_in_the_fence,The Hole in the Fence,96,positive,,,"May 26, 2023, Limited",26-May-23,,Spanish,1h 42m
45775d6f-6333-4829-8072-78fa49d2f4ac,2023,https://www.rottentomatoes.com/m/baby_ruby,Baby Ruby,67,positive,31,negative,"Feb 3, 2023, Limited",3-Feb-23,,English,1h 33m
45a8e549-221d-3169-8fb4-783f4bff591a,2023,https://www.rottentomatoes.com/m/the_slumber_party,The Slumber Party,100,positive,75,positive,,28-Jul-23,,English,1h 22m
45be5b26-3dac-42bc-a678-785a57d9c3ea,2023,https://www.rottentomatoes.com/m/girls_on_film,Girls on Film,,,88,positive,,7-Nov-23,,English,1h 37m
45fda30a-3011-3668-b651-894d912230f3,2023,https://www.rottentomatoes.com/m/scarlet_2022,Scarlet,79,positive,98,positive,"Jun 9, 2023, Limited",26-Jul-23,,French (France),1h 43m
4641e973-5fea-434d-8810-feb95c2dec8b,2023,https://www.rottentomatoes.com/m/wish_2023,Wish,48,negative,81,positive,"Nov 22, 2023, Wide",23-Jan-24,PG (Thematic Elements|Mild Action),English,1h 32m
470c1786-a7bc-4598-abde-482e0d185c66,2023,https://www.rottentomatoes.com/m/mark_cavendish_never_enough,Mark Cavendish: Never Enough,,,90,positive,,2-Aug-23,,English,1h 32m
47d79a2d-9914-3afa-aabd-f6d179b52473,2023,https://www.rottentomatoes.com/m/night_train_2023,Night Train,,,20,negative,"Jan 13, 2023, Limited",17-Jan-23,,English,1h 36m
47f5437a-959f-3122-ac14-74677fc66f96,2023,https://www.rottentomatoes.com/m/chadgetstheaxe_2022,#chadgetstheaxe,100,positive,62,positive,,1-Sep-23,,English,1h 24m
482415fa-ef09-40eb-a954-feea218c01ae,2023,https://www.rottentomatoes.com/m/flora_and_son,Flora and Son,93,positive,84,positive,"Sep 22, 2023, Limited",29-Sep-23,R (Brief Drug Use|Sexual References|Language Throughout),English,1h 34m
48e52889-4f67-3842-a6d2-153010c3dd49,2023,https://www.rottentomatoes.com/m/the_island_2023,The Island,,,42,negative,"Jul 21, 2023, Limited",21-Jul-23,R,English,1h 33m
48f097af-77cd-4247-bd45-0fa93ff79a74,2023,https://www.rottentomatoes.com/m/mob_land,Mob Land,50,negative,77,positive,"Aug 4, 2023, Limited",25-Aug-23,R,English,1h 52m
49f76a30-5bc1-4dc8-b29a-18e257c78118,2023,https://www.rottentomatoes.com/m/polite_society,Polite Society,91,positive,84,positive,"Apr 28, 2023, Limited",16-May-23,PG-13 (Some Partial Nudity|Sexual Material|Strong Language|Violence),English,1h 43m
4a5ba239-246c-3324-9ace-53648e858235,2023,https://www.rottentomatoes.com/m/freedoms_path,Freedom's Path,91,positive,99,positive,"Sep 8, 2023, Limited",6-Oct-23,,English,2h 11m
4ae13ce6-d477-4ab7-b80e-0339978b3e3b,2023,https://www.rottentomatoes.com/m/how_i_learned_to_fly_2023,How I Learned to Fly,63,positive,89,positive,"Dec 1, 2023, Limited",20-Feb-24,,English,1h 44m
4ae4e4da-ba70-3ee5-acd2-8067e9b2a704,2023,https://www.rottentomatoes.com/m/monsters_of_california,Monsters of California,44,negative,72,positive,"Oct 6, 2023, Limited",6-Oct-23,,English,1h 49m
4bda4d5c-f577-46ec-ab3a-b5942975b47f,2023,https://www.rottentomatoes.com/m/air_2023,Air,93,positive,98,positive,"Apr 5, 2023, Wide",12-May-23,R (Language),English,1h 52m
4c3c8819-7949-319c-ace5-3cdc76f32c1c,2023,https://www.rottentomatoes.com/m/the_last_voyage_of_the_demeter,The Last Voyage of the Demeter,49,negative,75,positive,"Aug 11, 2023, Wide",29-Aug-23,R (Bloody Violence),English,1h 58m
4ca97e5b-d719-4169-9870-1881c2acd3bc,2023,https://www.rottentomatoes.com/m/the_tank_2023,The Tank,33,negative,26,negative,"Apr 21, 2023, Limited",25-Apr-23,R (Brief Language|Some Violence/Bloody Images),English,1h 40m
4ce7ee8d-fc06-3783-9b49-8bbb5ee25a77,2023,https://www.rottentomatoes.com/m/palm_trees_and_power_lines,Palm Trees and Power Lines,91,positive,78,positive,"Mar 3, 2023, Limited",3-Mar-23,R,English,1h 50m
4d75a4ed-afcc-3555-ba36-922f0b297c79,2023,https://www.rottentomatoes.com/m/big_george_foreman_the_miraculous_story_of_the_once_and_future_heavyweight_champion_of_the_world,Big George Foreman: The Miraculous Story of the Once and Future Heavyweight Champion of the World,42,negative,96,positive,"Apr 28, 2023, Wide",16-May-23,PG-13 (Some Sports Violence),English,2h 9m
4d98325e-3152-4b31-b89f-5fdb2bd537dc,2023,https://www.rottentomatoes.com/m/matt_rife_natural_selection,Matt Rife: Natural Selection,,,18,negative,,15-Nov-23,,English,1h 4m
4da0686f-7c9b-35bf-a42f-4e56f88c8535,2023,https://www.rottentomatoes.com/m/quiz_lady,Quiz Lady,81,positive,80,positive,,3-Nov-23,R (Some Drug Use and Language),English,1h 39m
4efcf141-1d76-3920-b603-722000558a86,2023,https://www.rottentomatoes.com/m/the_pigeon_tunnel,The Pigeon Tunnel,96,positive,70,positive,"Oct 20, 2023, Limited",20-Oct-23,PG-13 (Brief Language|Some Violence|Smoking),English,1h 34m
4f15afc8-8852-3a4e-8285-1aac469e7a72,2023,https://www.rottentomatoes.com/m/smoking_causes_coughing,Smoking Causes Coughing,94,positive,51,negative,"Mar 31, 2023, Limited",31-Mar-23,,French (France),1h 17m
4f1acbb5-6c09-330a-87b9-530a698c5e65,2023,https://www.rottentomatoes.com/m/sharknado,Sharknado,77,positive,34,negative,"Aug 15, 2023, Limited",11-Oct-16,TV-14 (V|L),English,1h 26m
4f2475ed-8f43-44e7-b5f5-f83fbcd9413f,2023,https://www.rottentomatoes.com/m/my_animal,My Animal,72,positive,14,negative,"Sep 8, 2023, Limited",15-Sep-23,R (Sexual Content|Nudity|Language Throughout|Some Drug Use|Violence),English,1h 43m
4f720d38-ab9e-3816-9aa7-7b157c80cb02,2023,https://www.rottentomatoes.com/m/true_spirit,True Spirit,75,positive,71,positive,,3-Feb-23,TV-PG,English,1h 49m
500e1653-2124-3106-b3d0-adda2cb98934,2023,https://www.rottentomatoes.com/m/paw_patrol_the_mighty_movie,PAW Patrol: The Mighty Movie,72,positive,94,positive,"Sep 29, 2023, Wide",31-Oct-23,PG (Mild Action/Peril),English,1h 32m
50b0f16d-cfb4-37e0-a261-3e7265e1688e,2023,https://www.rottentomatoes.com/m/infiesto,Infiesto,83,positive,42,negative,,3-Feb-23,TV-MA,Spanish (Spain),1h 36m
50ff6193-d9c2-400c-8516-664fad964cf2,2023,https://www.rottentomatoes.com/m/lady_ballers,Lady Ballers,43,negative,89,positive,,1-Dec-23,,English,1h 50m
51040aa8-52fa-33a9-962f-3b2db0462afd,2023,https://www.rottentomatoes.com/m/gunfight_at_rio_bravo,Gunfight at Rio Bravo,,,90,positive,,17-Jan-23,,English,1h 20m
511a7cb0-f1e5-3863-9b19-636deb174b75,2023,https://www.rottentomatoes.com/m/old_dads,Old Dads,25,negative,85,positive,"Oct 13, 2023, Limited",20-Oct-23,R (Pervasive Language|Nudity|Brief Drug Use|Sexual Material),English,1h 42m
514e7630-9180-30da-bae8-82460101d65f,2023,https://www.rottentomatoes.com/m/a_thousand_and_one,A Thousand and One,97,positive,85,positive,"Mar 31, 2023, Wide",18-Apr-23,R (Language),English,1h 57m
5171a5ec-9a70-3676-bff2-a6b73a4bb5de,2023,https://www.rottentomatoes.com/m/your_place_or_mine_2023,Your Place or Mine,30,negative,35,negative,"Feb 10, 2023, Limited",10-Feb-23,PG-13 (Brief Strong Language|Suggestive Material),English,1h 49m
519f91c1-8c4d-4978-bdfc-b310dfab5fc7,2023,https://www.rottentomatoes.com/m/the_bad_guys_a_very_bad_holiday,The Bad Guys: A Very Bad Holiday,,,35,negative,,30-Nov-23,,English,25m
51b96ef8-2780-393f-88b5-0bfac223f93a,2023,https://www.rottentomatoes.com/m/due_justice,Due Justice,,,32,negative,"Nov 24, 2023, Limited",24-Nov-23,R (Some Drug Use|Language Throughout|Bloody Violent Content),English,1h 37m
521b34ac-b9a3-3820-91f0-086c8e559a16,2023,https://www.rottentomatoes.com/m/call_me_chihiro,Call Me Chihiro,67,positive,90,positive,,23-Feb-23,,Japanese,2h 11m
52999d6e-f038-48c5-8af5-41b516eaa009,2023,https://www.rottentomatoes.com/m/no_one_will_save_you,No One Will Save You,82,positive,56,negative,,22-Sep-23,PG-13 (Terror|Violent Content),English,1h 33m
52f4fb8b-f2bc-3e75-a26c-f43b7efe5c5c,2023,https://www.rottentomatoes.com/m/15_cameras,15 Cameras,71,positive,77,positive,"Oct 13, 2023, Limited",13-Oct-23,,English,1h 29m
533958c9-f14b-42de-8ef9-20653da04e3f,2023,https://www.rottentomatoes.com/m/david_holmes_the_boy_who_lived,David Holmes: The Boy Who Lived,94,positive,97,positive,,15-Nov-23,,English,1h 23m
53ed9a8e-8a54-4eb0-84b4-2773594bd440,2023,https://www.rottentomatoes.com/m/horror_in_the_forest,Horror in the Forest,100,positive,57,negative,,17-Aug-23,,English,1h 20m
5646f987-7010-38b8-a7ee-b677448bdccf,2023,https://www.rottentomatoes.com/m/perfect_addiction,Perfect Addiction,,,65,positive,"Mar 27, 2023, Limited",14-Apr-23,R (Sexual Content and Language),English,1h 47m
572f6bee-d3b1-3980-b447-a4fced59c7b0,2023,https://www.rottentomatoes.com/m/assassin_club,Assassin Club,13,negative,32,negative,,16-May-23,R (Violent Content and Language),English,1h 51m
574b3c3d-067e-42d7-8509-cf8c97f21a5c,2023,https://www.rottentomatoes.com/m/the_crime_is_mine,The Crime Is Mine,98,positive,92,positive,"Dec 25, 2023, Limited",13-Feb-24,,French,1h 42m
576061a8-9962-458c-a9f3-328f6632863d,2023,https://www.rottentomatoes.com/m/unidentified_objects,Unidentified Objects,86,positive,83,positive,"Jun 2, 2023, Limited",9-Jun-23,,English,1h 40m
578e28b1-7026-4d91-88c0-194e0eb8dd45,2023,https://www.rottentomatoes.com/m/the_beasts,The Beasts,99,positive,87,positive,"Jul 28, 2023, Limited",26-Sep-23,,French (France),2h 18m
57da69b3-d819-441d-87ab-f3e2dee602cd,2023,https://www.rottentomatoes.com/m/man_on_the_run_2022,Man on the Run,93,positive,73,positive,"Sep 22, 2023, Limited",5-Jan-24,,English,1h 38m
57fc418a-fde1-3529-ba22-8f281d298574,2023,https://www.rottentomatoes.com/m/the_little_mermaid_2023,The Little Mermaid,67,positive,94,positive,"May 26, 2023, Wide",25-Jul-23,PG (Some Scary Images|Action/Peril),English,2h 15m
589f65a0-5f4f-495d-b775-dd69ad198e60,2023,https://www.rottentomatoes.com/m/a_beautiful_life_2023,A Beautiful Life,43,negative,82,positive,,1-Jun-23,,Danish,1h 39m
5a280575-e1c7-3a81-a949-8203a4250e68,2023,https://www.rottentomatoes.com/m/lord_of_misrule_2023,Lord of Misrule,63,positive,75,positive,"Dec 8, 2023, Limited",8-Dec-23,,English (United Kingdom),1h 44m
5a3da5de-68fd-4a9d-80f7-507c4613c0e1,2023,https://www.rottentomatoes.com/m/wildflower,Wildflower,63,positive,93,positive,"Mar 17, 2023, Limited",21-Mar-23,R (A Sexual Reference|Teen Drinking|Some Language),English,1h 45m
