movieId,movieYear,movieURL,movieTitle,critic_score,critic_sentiment,audience_score,audience_sentiment,release_date_theaters,release_date_streaming,rating,original_language,runtime
5a509c8e-68a7-3de0-a729-d94c975b906d,2023,https://www.rottentomatoes.com/m/cha_wu_ci_xin,The Abandoned,,,53,negative,,31-Dec-23,,Chinese,2h 8m
5ada4bcc-bfe0-3f0b-a1a6-41214fa965eb,2023,https://www.rottentomatoes.com/m/bird_box_barcelona,Bird Box Barcelona,53,negative,39,negative,,14-Jul-23,,Spanish (Spain),1h 50m
5b7a835d-e51f-4a9d-9f6f-dd5f43346bb2,2023,https://www.rottentomatoes.com/m/superpower,Superpower,47,negative,75,positive,,18-Sep-23,,English,1h 55m
5b8dab0e-3838-490a-86e2-490febde294c,2023,https://www.rottentomatoes.com/m/fear_2023,Fear,21,negative,37,negative,"Jan 27, 2023, Wide",28-Mar-23,R (Bloody Violence and Language),English,1h 25m
5bbe1a6b-1278-440a-baaa-b1675ab235fc,2023,https://www.rottentomatoes.com/m/biosphere,Biosphere,80,positive,62,positive,"Jul 7, 2023, Limited",7-Jul-23,,English,1h 47m
5c9cb353-8439-33ad-88ac-fc6fda7fc50a,2023,https://www.rottentomatoes.com/m/flamin_hot,Flamin' Hot,68,positive,87,positive,"Jun 2, 2023, Limited",9-Jun-23,PG-13 (Some Strong Language|Brief Drug Material),English,2h 9m
5cacef3e-3cc5-4fe0-bc91-ab486466d80f,2023,https://www.rottentomatoes.com/m/appendage,Appendage,52,negative,61,positive,,2-Oct-23,,English,1h 34m
5ccb374d-be86-47f8-86d3-b86d40d599e7,2023,https://www.rottentomatoes.com/m/napoleon_2023,Napoleon,58,negative,59,negative,"Nov 22, 2023, Wide",9-Jan-24,R (Sexual Content|Brief Language|Some Grisly Images|Strong Violence),English,2h 38m
5de82d6b-ed30-4944-b334-7955c35aa9c2,2023,https://www.rottentomatoes.com/m/v_h_s_85,V/H/S/85,73,positive,67,positive,,6-Oct-23,,English,1h 50m
5ebed984-d34b-30b9-9f4a-08757bd01d30,2023,https://www.rottentomatoes.com/m/theres_something_in_the_barn,There's Something in the Barn,80,positive,54,negative,,5-Dec-23,R (Some Bloody Violence|Language),English,1h 40m
5f19e3e1-ff56-31f2-acd0-dee2cf925a7b,2023,https://www.rottentomatoes.com/m/m3gan,M3GAN,93,positive,78,positive,"Jan 6, 2023, Wide",24-Jan-23,PG-13 (Some Strong Language|A Suggestive Reference|Terror|Violent Content),English,1h 42m
5f53d931-6cb9-3e3b-8cc4-c1905d2991bb,2023,https://www.rottentomatoes.com/m/the_channel_2023,The Channel,57,negative,85,positive,"Jul 14, 2023, Limited",14-Jul-23,,English,1h 35m
5fea6bd5-6cc8-313b-bf71-9cc213a5e371,2023,https://www.rottentomatoes.com/m/zom_100_bucket_list_of_the_dead,Zom 100: Bucket List of the Dead,67,positive,38,negative,,3-Aug-23,,Japanese,2h 8m
6004f9f3-a96d-4a13-87e0-53a99e1a6745,2023,https://www.rottentomatoes.com/m/relax_im_from_the_future,"Relax, I'm from the Future",81,positive,92,positive,"Sep 22, 2023, Limited",28-Nov-23,,English,1h 32m
606f6869-3e7c-36cc-b327-6b26f8e0d1a1,2023,https://www.rottentomatoes.com/m/the_woods_are_real,The Woods Are Real,,,71,positive,"Oct 6, 2023, Limited",12-Mar-24,,English,1h 20m
6089a9c0-8913-4d09-a6b2-0774db849875,2023,https://www.rottentomatoes.com/m/sick_2022,Sick,85,positive,73,positive,,13-Jan-23,R (Strong Violence|Some Drug Use|Language Throughout|Terror),English,1h 23m
60c6162f-f2ba-3193-835c-623fe2dae669,2023,https://www.rottentomatoes.com/m/stephen_curry_underrated,Stephen Curry: Underrated,85,positive,86,positive,"Jul 21, 2023, Limited",21-Jul-23,PG-13 (Brief Strong Language),English,1h 50m
60fa571c-eb93-344b-9dd4-6c42620bf6ae,2023,https://www.rottentomatoes.com/m/a_little_white_lie_2023,A Little White Lie,34,negative,,,"Mar 3, 2023, Limited",3-Mar-23,R (Language),English,1h 40m
61144475-dcbf-374f-b78e-5ee0385a2225,2023,https://www.rottentomatoes.com/m/boudica_queen_of_war,Boudica: Queen of War,40,negative,16,negative,"Oct 27, 2023, Limited",27-Oct-23,R (Strong Bloody Violence|Some Language),English (United Kingdom),1h 40m
61ceae82-c0f4-48e9-91d9-5dbe9429216f,2023,https://www.rottentomatoes.com/m/red_white_and_royal_blue,"Red, White & Royal Blue",75,positive,92,positive,,11-Aug-23,R (Some Sexual Content|Partial Nudity|Language),English,1h 52m
621955c8-b3e9-46db-b4bc-ca3e8718651d,2023,https://www.rottentomatoes.com/m/anatomy_of_a_fall,Anatomy of a Fall,96,positive,90,positive,"Oct 13, 2023, Limited",22-Dec-23,R (Some Language|Sexual References|Violent Images),French,2h 30m
629b6916-54ba-4706-87e3-d730c41ec59c,2023,https://www.rottentomatoes.com/m/four_daughters_2023,Four Daughters,96,positive,85,positive,"Oct 27, 2023, Limited",19-Dec-23,,Arabic,1h 47m
6473df0f-13e2-48fe-a6b0-efc8bf9926a6,2023,https://www.rottentomatoes.com/m/american_symphony,American Symphony,94,positive,76,positive,"Nov 24, 2023, Limited",29-Nov-23,PG-13 (Some Strong Language),English,1h 40m
64a671e9-bc9f-36d9-8e14-0a1ad8b1ecb0,2023,https://www.rottentomatoes.com/m/johnny_and_clyde,Johnny & Clyde,0,negative,22,negative,"May 5, 2023, Limited",5-May-23,,English,1h 40m
65013f48-9a02-3b40-a131-c197b3d8ef9a,2023,https://www.rottentomatoes.com/m/magic_mikes_last_dance,Magic Mike's Last Dance,47,negative,73,positive,"Feb 10, 2023, Wide",21-Mar-23,R (Sexual Material and Language),English,1h 52m
65021aba-fbbf-3c55-b038-4d324afb1a96,2023,https://www.rottentomatoes.com/m/the_holdovers,The Holdovers,97,positive,92,positive,"Nov 10, 2023, Wide",28-Nov-23,R (Language|Brief Sexual Material|Some Drug Use),English,2h 13m
65aa26fd-f6c7-4f7d-a8ba-51514797261e,2023,https://www.rottentomatoes.com/m/seriously_red,Seriously Red,52,negative,45,negative,"Feb 10, 2023, Limited",10-Feb-23,R (Some Language|Sexual Content|Nudity),English,1h 44m
67482c2a-af8c-4944-9792-48df333e4aed,2023,https://www.rottentomatoes.com/m/daughter_2022,Daughter,94,positive,64,positive,"Feb 10, 2023, Limited",10-Feb-23,,English,1h 35m
6766a231-4d94-3950-a7fd-8a9f64a5ad98,2023,https://www.rottentomatoes.com/m/law_of_tehran,Law of Tehran,95,positive,85,positive,,11-Apr-23,,Persian,2h 11m
6797413f-aa25-3f46-8f35-252d14288b1b,2023,https://www.rottentomatoes.com/m/nyad,Nyad,85,positive,87,positive,"Oct 20, 2023, Limited",3-Nov-23,PG-13 (Sexual Abuse|Brief Partial Nudity|Some Strong Language|Thematic Material),English,2h 1m
6838626b-f815-3e15-85fb-25db274648bb,2023,https://www.rottentomatoes.com/m/the_popes_exorcist,The Pope's Exorcist,50,negative,81,positive,"Apr 14, 2023, Wide",2-May-23,R (Sexual References|Language|Some Nudity|Violent Content),English,1h 43m
694b558b-7b45-3797-89bd-2debc4df1637,2023,https://www.rottentomatoes.com/m/lonesome,Lonesome,100,positive,50,negative,"Feb 17, 2023, Limited",7-Mar-23,,English (Australia),1h 35m
6975a37c-5f73-3d23-8cb9-1b450647dd83,2023,https://www.rottentomatoes.com/m/mission_majnu,Mission Majnu,25,negative,61,positive,,20-Jan-23,TV-14 (Language|Smoking|Suicide|Violence),Hindi,2h 9m
6983c8cc-8b65-374e-8ff9-2ca06ed86ab8,2023,https://www.rottentomatoes.com/m/inside_man_2023,Inside Man,,,86,positive,"Aug 11, 2023, Limited",11-Aug-23,,English,1h 27m
69a8875b-0802-39ea-9888-99863e194ad3,2023,https://www.rottentomatoes.com/m/aka,AKA,82,positive,74,positive,,28-Apr-23,,French (France),2h 3m
69e1077e-e4aa-33ea-b524-91f8accb2f0a,2023,https://www.rottentomatoes.com/m/my_big_fat_greek_wedding_3,My Big Fat Greek Wedding 3,31,negative,71,positive,"Sep 8, 2023, Wide",3-Nov-23,PG-13 (Suggestive Material|Some Nudity),English,1h 31m
6a2a925e-55a6-4371-9f30-982397bcc652,2023,https://www.rottentomatoes.com/m/final_cut_2022,Final Cut,72,positive,75,positive,"Jul 14, 2023, Limited",12-Sep-23,,French (France),1h 51m
6a66d84b-e3c7-3f46-80ea-c6617648364f,2023,https://www.rottentomatoes.com/m/the_nun_ii,The Nun II,52,negative,73,positive,"Sep 8, 2023, Wide",3-Oct-23,R (Violent Content|Some Terror),English,1h 50m
6b3b5bc5-af1c-3a64-b034-6c6712131524,2023,https://www.rottentomatoes.com/m/vacation_friends_2,Vacation Friends 2,19,negative,39,negative,,25-Aug-23,R (Drug Use|Some Sexual References|Pervasive Language),English,1h 45m
6bc65c73-5a40-335b-aa12-6a7aad29f681,2023,https://www.rottentomatoes.com/m/furies_2023,Furies,83,positive,47,negative,,23-Mar-23,,Vietnamese,1h 49m
6c103558-f025-4fb2-adca-5b0d89f8d601,2023,https://www.rottentomatoes.com/m/diary_of_a_wimpy_kid_christmas_cabin_fever,Diary of a Wimpy Kid Christmas: Cabin Fever,67,positive,58,negative,,8-Dec-23,PG (Mild Rude Humor),English,1h 4m
6d6891d7-ebb4-4eeb-9b2c-2a13fdabaaac,2023,https://www.rottentomatoes.com/m/raging_grace,Raging Grace,94,positive,58,negative,"Dec 1, 2023, Limited",8-Dec-23,,English,1h 39m
6dd2100d-803d-4452-bc95-5afaa87f4f34,2023,https://www.rottentomatoes.com/m/saltburn,Saltburn,71,positive,79,positive,"Nov 22, 2023, Wide",22-Dec-23,R (Drug Use|Disturbing Violent Content|Graphic Nudity|Language Throughout|Strong Sexual Content),English,2h 11m
6f293b59-c309-372c-99ad-48c767357f08,2023,https://www.rottentomatoes.com/m/the_mother_2023,The Mother,43,negative,62,positive,"May 12, 2023, Limited",12-May-23,R (Violence|Some Language|Brief Drug Use),English,1h 56m
6f2d4654-3645-4388-b01f-1c6558f2a3bc,2023,https://www.rottentomatoes.com/m/rmn,R.M.N.,97,positive,98,positive,"Apr 28, 2023, Limited",16-May-23,,Romanian,2h 8m
6f374589-6b12-3adf-a250-58a649aa40c1,2023,https://www.rottentomatoes.com/m/dungeons_and_dragons_honor_among_thieves,Dungeons & Dragons: Honor Among Thieves,91,positive,93,positive,"Mar 31, 2023, Wide",2-May-23,PG-13 (Some Language|Fantasy Action/Violence),English,2h 14m
6f666a92-e256-3a77-9ea4-7465328ae459,2023,https://www.rottentomatoes.com/m/forest_of_death_2023,Forest of Death,100,positive,47,negative,,7-Apr-23,,English,1h 15m
6f9d43b1-3334-381b-8ec7-86dde0e1f50d,2023,https://www.rottentomatoes.com/m/shrapnel,Shrapnel,0,negative,59,negative,"Jul 28, 2023, Limited",28-Jul-23,R (Violence Throughout|Language|Brief Sexuality),English,1h 29m
70678643-d89a-3f1b-a5b6-53f0e36f6601,2023,https://www.rottentomatoes.com/m/the_jester_2023,The Jester,22,negative,27,negative,"Sep 29, 2023, Limited",3-Oct-23,,English,1h 30m
70807fcb-5c33-3328-b2e0-b1c03a837773,2023,https://www.rottentomatoes.com/m/the_rat_catcher_2023,The Rat Catcher,100,positive,61,positive,,29-Sep-23,,English,17m
7084249b-a136-3131-9576-5122b65427b9,2023,https://www.rottentomatoes.com/m/south_park_joining_the_panderverse,South Park: Joining the Panderverse,,,96,positive,,27-Oct-23,,English,48m
70d7b79f-9cc2-3bcd-ab69-5ad8636d1e3a,2023,https://www.rottentomatoes.com/m/inside_2023,Inside,62,positive,40,negative,"Mar 17, 2023, Limited",4-Apr-23,R,English,1h 45m
70e1028f-8435-3785-a561-8ca874e658dc,2023,https://www.rottentomatoes.com/m/operation_napoleon,Operation Napoleon,17,negative,62,positive,"Aug 11, 2023, Limited",11-Aug-23,,Icelandic,1h 42m
70ea9ab1-0e68-3668-b3ec-efd1bbda39b5,2023,https://www.rottentomatoes.com/m/family_switch,Family Switch,41,negative,43,negative,"Nov 30, 2023, Limited",30-Nov-23,PG (Suggestive Material|Some Thematic Elements|Language|Teen Partying),English,1h 41m
7217543b-3dc3-3ebc-a5b4-e6fd95dc0924,2023,https://www.rottentomatoes.com/m/khufiya,Khufiya,59,negative,34,negative,,5-Oct-23,,Hindi,2h 37m
7331965d-4dac-3c5e-ad7a-ebe25282fa65,2023,https://www.rottentomatoes.com/m/immediate_family_2022,Immediate Family,100,positive,92,positive,"Dec 15, 2023, Limited",15-Dec-23,,English,1h 42m
73eeb63c-9ccb-32e5-a53b-35ca41a29e6c,2023,https://www.rottentomatoes.com/m/albert_brooks_defending_my_life,Albert Brooks: Defending My Life,97,positive,92,positive,,11-Nov-23,,English,1h 22m
7411f4ac-d0e6-4595-81e8-2beb8957533b,2023,https://www.rottentomatoes.com/m/bruiser_2022,Bruiser,100,positive,75,positive,,24-Feb-23,,English,1h 37m
7489baa8-7013-4ab1-b413-5c94b5f9a461,2023,https://www.rottentomatoes.com/m/carmen_2022_2,Carmen,62,positive,64,positive,"Apr 21, 2023, Limited",14-Jul-23,R (Language|Some Violence|Nudity),English (Australia),1h 56m
74f4f940-f6f6-4fab-ba0a-469ba9cfa0b6,2023,https://www.rottentomatoes.com/m/the_burial_2023,The Burial,92,positive,82,positive,"Oct 6, 2023, Limited",13-Oct-23,R (Language),English,2h 6m
752736f0-b062-4dad-adc5-6bf37136eb55,2023,https://www.rottentomatoes.com/m/are_you_lonesome_tonight_2021,Are You Lonesome Tonight?,100,positive,60,positive,,17-Mar-23,,Chinese,1h 36m
7550c7be-4166-3c4c-a2dc-03a223aa3b29,2023,https://www.rottentomatoes.com/m/the_creator_2023,The Creator,67,positive,76,positive,"Sep 29, 2023, Wide",14-Nov-23,PG-13 (Strong Language|Some Bloody Images|Violence),English,2h 13m
7564d225-e407-30a7-ab41-613b05c0b82f,2023,https://www.rottentomatoes.com/m/juniper,Juniper,93,positive,79,positive,"Feb 24, 2023, Limited",4-Apr-23,,English,1h 34m
7677ce59-d382-329a-a2ac-454e646ff76f,2023,https://www.rottentomatoes.com/m/my_fault,My Fault,0,negative,87,positive,,8-Jun-23,,Spanish (Spain),1h 57m
769a868b-7cde-372e-8fa6-7bae8a247417,2023,https://www.rottentomatoes.com/m/youre_killing_me_2023,You're Killing Me,86,positive,86,positive,"Apr 7, 2023, Limited",7-Apr-23,,English,1h 35m
76ef5275-f611-36ed-8849-87ca5117d189,2023,https://www.rottentomatoes.com/m/buddy_games_spring_awakening,Buddy Games: Spring Awakening,33,negative,69,positive,"May 19, 2023, Limited",2-Jun-23,R (Language Throughout|Drug Use|Crude Sexual Material|Some Nudity|Violent Material),English,1h 36m
7756e9af-16ed-3ee8-bf3d-3546b7a26342,2023,https://www.rottentomatoes.com/m/white_river,White River,,,60,positive,,1-Dec-23,,Chinese,1h 31m
77892761-0ae9-3ae7-a5df-8a5ff594751a,2023,https://www.rottentomatoes.com/m/elevator_game,Elevator Game,31,negative,25,negative,,15-Sep-23,,English,1h 34m
77ba2b95-89a1-43e6-83ab-c8c064f18db1,2023,https://www.rottentomatoes.com/m/theater_camp,Theater Camp,86,positive,79,positive,"Aug 4, 2023, Wide",14-Sep-23,PG-13 (Suggestive/Drug References|Some Strong Language),English,1h 34m
7807e2b5-72d7-3dc7-8cd4-b9482b82fe01,2023,https://www.rottentomatoes.com/m/the_flash_2023,The Flash,63,positive,83,positive,"Jun 16, 2023, Wide",18-Jul-23,PG-13 (Partial Nudity|Action|Sequences of Violence|Some Strong Language),English,2h 24m
78e5d8e4-6c58-484e-8b04-4392784cc6aa,2023,https://www.rottentomatoes.com/m/guy_ritchies_the_covenant,Guy Ritchie's The Covenant,83,positive,98,positive,"Apr 21, 2023, Wide",9-May-23,R (Violence|Language Throughout|Brief Drug Content),English,2h 3m
7932a557-77dd-33cb-bf68-33e3b36e71b3,2023,https://www.rottentomatoes.com/m/the_beanie_bubble,The Beanie Bubble,47,negative,56,negative,"Jul 21, 2023, Limited",28-Jul-23,R (Language),English,1h 50m
799a8530-7bb8-4e6c-ba1a-da19f4178831,2023,https://www.rottentomatoes.com/m/gringa,Gringa,50,negative,92,positive,"Apr 21, 2023, Limited",21-Apr-23,,English,1h 42m
79e469fc-8455-3efb-947a-9c00eb69ab0b,2023,https://www.rottentomatoes.com/m/the_hunger_games_the_ballad_of_songbirds_and_snakes,The Hunger Games: The Ballad of Songbirds & Snakes,64,positive,89,positive,"Nov 17, 2023, Wide",19-Dec-23,PG-13 (Strong Violent Content|Disturbing Material),English,2h 37m
7a1a838b-a566-3dc2-8973-1785b4523989,2023,https://www.rottentomatoes.com/m/rumble_through_the_dark,Rumble Through the Dark,64,positive,96,positive,"Nov 3, 2023, Limited",10-Nov-23,R (Violence|Some Sexual Material|Language),English,1h 56m
7a46b33d-0c67-3b34-a048-5a189eb0860c,2023,https://www.rottentomatoes.com/m/loop_track,Loop Track,100,positive,69,positive,"Dec 1, 2023, Limited",1-Dec-23,,English (Australia),1h 36m
7ab747b6-e877-3faf-aa60-e6e04ac5f5d7,2023,https://www.rottentomatoes.com/m/los_iniciados,The Initiated,,,69,positive,,7-Jul-23,,Spanish,1h 51m
7b58ab17-e173-3c9f-bf6d-eaff971b8cbf,2023,https://www.rottentomatoes.com/m/3_days_in_malay,3 Days in Malay,,,80,positive,"Aug 11, 2023, Limited",11-Aug-23,,English,1h 38m
7b599a19-81ea-348a-98b6-813f8be70351,2023,https://www.rottentomatoes.com/m/mavka_the_forest_song,Mavka: The Forest Song,77,positive,84,positive,,15-Aug-23,,,1h 39m
7b8d80fe-bc07-3960-a30b-bc5f2d16a6f1,2023,https://www.rottentomatoes.com/m/the_oath_2023,The Oath,30,negative,85,positive,"Dec 8, 2023, Limited",26-Mar-24,PG-13 (Violent Content),English,1h 44m
7bf23ca4-e17f-46fd-af7e-c16029cf1da3,2023,https://www.rottentomatoes.com/m/heist_88,Heist 88,33,negative,44,negative,,29-Sep-23,,English,1h 24m
7bf33dc6-8dcd-402f-942f-f6ba39c71380,2023,https://www.rottentomatoes.com/m/sly_2023,Sly,81,positive,87,positive,"Oct 27, 2023, Limited",3-Nov-23,R (Some Language),English,1h 35m
7c3ab0d5-9094-360f-af6f-121654c159fa,2023,https://www.rottentomatoes.com/m/love_at_first_sight_2023,Love at First Sight,74,positive,81,positive,,15-Sep-23,PG-13 (Brief Strong Language|Some Suggestive References),English,1h 30m
7cb6ba2a-2de9-4736-83d1-7b70b0596eca,2023,https://www.rottentomatoes.com/m/mister_organ,Mister Organ,96,positive,73,positive,"Oct 6, 2023, Limited",21-Nov-23,,English (Australia),1h 36m
7cde489e-6b04-394b-8cff-9e15412db450,2023,https://www.rottentomatoes.com/m/fast_charlie,Fast Charlie,83,positive,86,positive,"Dec 8, 2023, Limited",8-Dec-23,,English,1h 30m
7dca9afe-1c5c-3231-b0d0-b14d976693dd,2023,https://www.rottentomatoes.com/m/mixed_by_erry,MIxed by Erry,100,positive,93,positive,,31-May-23,,Italian,1h 50m
7e2d7520-d808-437a-9e05-348a39ff8d30,2023,https://www.rottentomatoes.com/m/taylor_swift_the_eras_tour,TAYLOR SWIFT | THE ERAS TOUR,99,positive,98,positive,"Oct 13, 2023, Wide",13-Dec-23,PG-13 (Suggestive Material|Some Strong Language),English,2h 48m
7e63f52e-e38a-3a43-a27c-fa11390b020c,2023,https://www.rottentomatoes.com/m/legion_of_super_heroes,Legion of Super-Heroes,60,positive,59,negative,,7-Feb-23,PG-13 (Some Violence and Language),English,1h 23m
7e83c16a-c937-34a0-9119-06d157c648ab,2023,https://www.rottentomatoes.com/m/knights_of_the_zodiac,Knights of the Zodiac,21,negative,60,positive,"May 12, 2023, Wide",27-Jun-23,PG-13 (Action/Violence),English,1h 52m
7f4251be-58ac-4191-ab32-156071db7131,2023,https://www.rottentomatoes.com/m/bs_high,BS High,100,positive,88,positive,,23-Aug-23,,English,1h 35m
7fe58e79-97ca-3890-aced-4c7d5da87ab1,2023,https://www.rottentomatoes.com/m/aquaman_and_the_lost_kingdom,Aquaman and the Lost Kingdom,34,negative,81,positive,"Dec 22, 2023, Wide",23-Jan-24,PG-13 (Some Language|Sci-Fi Violence),English,2h 4m
80a8498a-520f-3d94-a03d-b5795d01c41e,2023,https://www.rottentomatoes.com/m/dicks_the_musical,Dicks: The Musical,67,positive,66,positive,"Oct 20, 2023, Wide",10-Nov-23,R (Pervasive Language|Graphic Nudity|Brief Drug Use|Strong Crude Sexual Content),English,1h 26m
8181fd22-1afc-3fea-a2b7-2a51d0752dc7,2023,https://www.rottentomatoes.com/m/el_conde,El Conde,82,positive,62,positive,"Sep 8, 2023, Limited",15-Sep-23,R (Sexual Content|Rape|Language|Some Graphic Nudity|Strong Violence and Gore),Spanish,1h 50m
81b393c8-d99a-3ed5-b050-75cca835319d,2023,https://www.rottentomatoes.com/m/they_cloned_tyrone,They Cloned Tyrone,95,positive,100,positive,"Jul 14, 2023, Limited",21-Jul-23,R (Some Sexual Material|Pervasive Language|Drug Use|Violence),English,2h 2m
81c5573c-5656-38a1-8f94-a846279a1e46,2023,https://www.rottentomatoes.com/m/65,65,36,negative,65,positive,"Mar 10, 2023, Wide",7-Apr-23,PG-13 (Intense Sci-Fi Action|Brief Bloody Images|Peril),English,1h 33m
82319c4b-655b-3c25-8416-00222e21097f,2023,https://www.rottentomatoes.com/m/blue_beetle,Blue Beetle,77,positive,91,positive,"Aug 18, 2023, Wide",26-Sep-23,PG-13 (Sequences of Action|Language|Some Suggestive References|Violence),English,2h 7m
8288e032-b21a-481b-ab53-f3b2853cd0c1,2023,https://www.rottentomatoes.com/m/blackberry,BlackBerry,97,positive,94,positive,"May 12, 2023, Limited",2-Jun-23,R (Language Throughout),English,1h 59m
83483101-e8dd-3d83-b806-640a27a688d9,2023,https://www.rottentomatoes.com/m/the_magicians_elephant,The Magician's Elephant,65,positive,82,positive,"Mar 10, 2023, Limited",17-Mar-23,PG (Some Action/Peril|Thematic Elements),English,1h 43m
8362a34c-651a-4ba7-8a31-737d5ae34534,2023,https://www.rottentomatoes.com/m/blue_giant,Blue Giant,100,positive,97,positive,"Oct 8, 2023, Limited",30-Apr-24,,Japanese,2h 0m
83cd7763-1e67-4c70-8f99-aace9ea409aa,2023,https://www.rottentomatoes.com/m/shin_ultraman,Shin Ultraman,94,positive,86,positive,"Jan 11, 2023, Limited",11-Jul-23,,Japanese,1h 52m
83dfd2ff-9e43-3261-9344-e6a4cea3e182,2023,https://www.rottentomatoes.com/m/praise_this,Praise This,50,negative,85,positive,,7-Apr-23,,English,1h 50m
83e6025f-ac16-3603-9705-7d21f94456f1,2023,https://www.rottentomatoes.com/m/ruthless_2023,Ruthless,38,negative,37,negative,,15-Dec-23,R,English,1h 32m
83f24236-db29-3bcd-8001-658fd8e463fc,2023,https://www.rottentomatoes.com/m/the_color_purple,The Color Purple,81,positive,95,positive,"Dec 25, 2023, Wide",16-Jan-24,PG-13 (Mature Thematic Content|Language|Sexual Content|Violence),English,2h 21m
83f3cfd3-b4d6-3523-89a0-53b351e33040,2023,https://www.rottentomatoes.com/m/faithfully_yours_2022,Faithfully Yours,60,positive,26,negative,,17-May-23,,Dutch,1h 35m
84d29fce-f85c-4cd8-8281-525f0218528d,2023,https://www.rottentomatoes.com/m/strange_way_of_life,Strange Way of Life,77,positive,54,negative,"Oct 4, 2023, Limited",13-Feb-24,R (Language|Bloody Images|Some Sexual Content),English,31m
85901478-2ea5-48ce-a890-f6c85b878289,2023,https://www.rottentomatoes.com/m/dream_scenario,Dream Scenario,91,positive,68,positive,"Nov 22, 2023, Wide",22-Dec-23,R (Some Sexual Content|Language|Violence),English,1h 42m
8609cdd6-38d6-4ca6-8bef-86cc0c38c0e3,2023,https://www.rottentomatoes.com/m/river_2021_2,River,88,positive,80,positive,"Apr 21, 2023, Limited",30-May-23,,English (Australia),1h 15m
8651c389-5bb6-486e-85d1-f5f9649ac320,2023,https://www.rottentomatoes.com/m/walden_2023,Walden,,,63,positive,"Nov 10, 2023, Limited",12-Dec-23,,English,1h 42m
865b81a4-aa57-4f52-b248-93d5cf3d7fe9,2023,https://www.rottentomatoes.com/m/the_zone_of_interest,The Zone of Interest,93,positive,78,positive,"Dec 15, 2023, Limited",20-Feb-24,PG-13 (Some Suggestive Material|Smoking|Thematic Material),German,1h 46m
870db02f-29f8-365b-92f7-a8e0d3b5a4a1,2023,https://www.rottentomatoes.com/m/narvik,Narvik,100,positive,79,positive,,23-Jan-23,,Norwegian,1h 48m
87435f9f-83db-3357-97b7-0e656a443184,2023,https://www.rottentomatoes.com/m/how_the_gringo_stole_christmas,How the Gringo Stole Christmas,,,28,negative,"Dec 1, 2023, Limited",1-Dec-23,PG-13 (Language|Some Suggestive Material),English,1h 21m
8751fd00-ef0f-39de-a68d-41a55135ae81,2023,https://www.rottentomatoes.com/m/hands_that_bind,Hands That Bind,100,positive,,,"Nov 3, 2023, Limited",3-Nov-23,,English,1h 57m
892a2d4e-56db-3c44-8095-544cb077078d,2023,https://www.rottentomatoes.com/m/children_of_the_corn,Children of the Corn,12,negative,38,negative,"Mar 3, 2023, Wide",21-Mar-23,R (Violence and Bloody Images),English,1h 32m
89497f6e-429a-3064-8184-3363d4072ea7,2023,https://www.rottentomatoes.com/m/the_machine_2023,The Machine,31,negative,87,positive,"May 26, 2023, Wide",20-Jun-23,R (Pervasive Language|Drug Use|Some Sexual References|Strong Violence),English,1h 52m
898d7fe4-44f1-3961-bff5-88ad63694db8,2023,https://www.rottentomatoes.com/m/ransomed_2023,Ransomed,90,positive,75,positive,"Aug 4, 2023, Limited",30-Jan-24,,Korean,2h 12m
8a079643-0872-33c4-a1fe-b26d3a3b982f,2023,https://www.rottentomatoes.com/m/the_secret_kingdom,The Secret Kingdom,63,positive,48,negative,"Jun 9, 2023, Limited",9-Jun-23,PG (Action/Peril|Thematic Elements),English,1h 38m
8a19f0a6-2660-3f8a-a01c-0b5f30c0704a,2023,https://www.rottentomatoes.com/m/townhouse_confidential,Townhouse Confidential,,,67,positive,,31-Jan-23,,English,1h 30m
8a57a88c-e83d-3abc-b856-f3f10e71a849,2023,https://www.rottentomatoes.com/m/ruby_gillman_teenage_kraken,"Ruby Gillman, Teenage Kraken",65,positive,81,positive,"Jun 30, 2023, Wide",18-Jul-23,PG (Some Action|Rude Humor|Thematic Elements),English,1h 31m
8ae89be2-7dca-3572-99e5-d15e93b38032,2023,https://www.rottentomatoes.com/m/nuovo_olimpo,Nuovo Olimpo,80,positive,90,positive,,1-Nov-23,,Italian,1h 51m
8b7f8609-a7ae-4d17-9ee2-b98950fc66d2,2023,https://www.rottentomatoes.com/m/society_of_the_snow,Society of the Snow,90,positive,88,positive,"Dec 22, 2023, Limited",4-Jan-24,R (Violent/Disturbing Material|Brief Graphic Nudity),Spanish,2h 24m
8cd18979-0bf5-4c62-9bd1-42d33cf6ef78,2023,https://www.rottentomatoes.com/m/a_disturbance_in_the_force,A Disturbance in The Force,100,positive,79,positive,"Nov 17, 2023, Limited",5-Dec-23,,English,1h 26m
8ceec3eb-8bac-456f-a0d4-530f83a38e50,2023,https://www.rottentomatoes.com/m/what_happens_later,What Happens Later,51,negative,28,negative,"Nov 3, 2023, Wide",28-Nov-23,R (Some Sexual References|Language|Brief Drug Use),English,1h 43m
8cf99818-3743-4718-bb42-d78ed266876f,2023,https://www.rottentomatoes.com/m/joy_ride_2023,Joy Ride,90,positive,82,positive,"Jul 7, 2023, Wide",28-Jul-23,R (Drug Content|Brief Graphic Nudity|Language Throughout|Strong & Crude Sexual Content),English,1h 35m
8cfd82b2-2e3b-408b-93d1-4a212719880b,2023,https://www.rottentomatoes.com/m/the_youtube_effect,The YouTube Effect,85,positive,69,positive,"Jul 7, 2023, Limited",14-Jul-23,,English,1h 39m
